Set,Name,speaker,text,label
training,q4ec4.txt,f,right right,acknowledge
training,q4ec4.txt,f,the camera shop's directly below the start position right,check
training,q4ec4.txt,g,yes,reply_y
training,q4ec4.txt,g,you move down to past the left-hand side of the camera shop,instruct
training,q4ec4.txt,f,no right,acknowledge
training,q4ec4.txt,g,and have you got parked van marked there beneath the camera shop,query_yn
training,q4ec4.txt,f,no,reply_n
training,q4ec4.txt,f,it's just allotments to the eh right,explain
training,q4ec4.txt,g,no,acknowledge
training,q4ec4.txt,f,and slightly below,clarify
training,q4ec4.txt,g,you move,instruct
training,q4ec4.txt,g,well approximately three inches below the camera shop you make an arc and then move up up and around the left-hand side of the allotments,instruct
training,q4ec4.txt,f,and where do i stop,query_w
training,q4ec4.txt,g,stop just at the the top right corner of the allotments just above that little shed,clarify
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,f,right,ready
training,q4ec4.txt,g,then you move in an angle sloping slightly upwards to approximately a third of the way across the page from the right and stop,instruct
training,q4ec4.txt,f,so what is this eh there's a flight museum here on the,query_w
training,q4ec4.txt,g,it's not marked on my map,reply_w
training,q4ec4.txt,f,oh right,acknowledge
training,q4ec4.txt,f,ehm it's eh on the same level as the start position basically,explain
training,q4ec4.txt,g,slightly below approximately on level with the top of the camera shop,instruct
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,f,so you make an angle and that's a straight line,check
training,q4ec4.txt,g,a straight line yes,reply_y
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,f,from there to just above the camera shop,check
training,q4ec4.txt,g,yeah,reply_y
training,q4ec4.txt,g,approximately two thirds away from the right-hand side of the page,clarify
training,q4ec4.txt,f,uh from the right-hand side of the page,check
training,q4ec4.txt,g,no sorry,reply_n
training,q4ec4.txt,g,one third away from the right-hand side of the page,clarify
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,f,that's just below the flight museum,explain
training,q4ec4.txt,f,okay,align
training,q4ec4.txt,g,well,instruct
training,q4ec4.txt,g,have you got yacht club marked bottom right corner,query_yn
training,q4ec4.txt,f,yes uh-huh,reply_y
training,q4ec4.txt,g,well it's just slightly to the left of the yacht club on a level with the camera shop roof,clarify
training,q4ec4.txt,f,okay,acknowledge
training,q4ec4.txt,f,and where do we go after that,query_w
training,q4ec4.txt,g,you turn straight up the page and make a straight line which curves over and around top of the disused monastery,reply_w
training,q4ec4.txt,g,have you got that mark,query_yn
training,q4ec4.txt,f,what on top of the monastery,check
training,q4ec4.txt,g,above the monastery,clarify
training,q4ec4.txt,f,and uh right okay that's okay,acknowledge
training,q4ec4.txt,g,to the left up the to the right and then curves over to the left,clarify
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,f,so we're going from like above the allotments to just above the yacht club no just above but ehm about,check
training,q4ec4.txt,g,approximately three inches,clarify
training,q4ec4.txt,f,same level as the camera shop basically,check
training,q4ec4.txt,g,three four inches,clarify
training,q4ec4.txt,g,yeah,reply_y
training,q4ec4.txt,f,and then eh from there going to disused monastery,check
training,q4ec4.txt,g,yes,reply_y
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,g,curving around the top of the disused monastery,clarify
training,q4ec4.txt,f,yeah right,acknowledge
training,q4ec4.txt,f,right,ready
training,q4ec4.txt,f,so curve around the disused monastery then where,query_w
training,q4ec4.txt,g,and stop on the level with the base of it then the curve reverses itself and goes approximately like it was before and then goes vertically up the side of the the alpine garden,reply_w
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,f,could you just say that again,query_w
training,q4ec4.txt,g,right from the disused monastery the left-hand side of disused monastery the curve makes a dip rather than a rise a trough,clarify
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,g,and stops level with the left-hand side of the alpine garden,clarify
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,f,so it's a a curve eh pointing upwards to get to the disused monastery,check
training,q4ec4.txt,g,no,reply_n
training,q4ec4.txt,g,a curve going down the way uh,clarify
training,q4ec4.txt,f,that's what i mean,explain
training,q4ec4.txt,f,i mean eh the apex of the curve is higher than the two base points basically,check
training,q4ec4.txt,g,yes,reply_y
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,f,and then a the reverse of the concavity of the thing to come round to the alpine garden,check
training,q4ec4.txt,g,yeah,reply_y
training,q4ec4.txt,g,you stop on a level with the disused monastery to slightly to the left of the alpine garden,clarify
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,f,right,ready
training,q4ec4.txt,g,then you go up vertically 'til just above the alpine garden,instruct
training,q4ec4.txt,g,then you go right to the end of the alpine garden,instruct
training,q4ec4.txt,g,then vertically again to the top of the youth hostel,instruct
training,q4ec4.txt,f,there is no youth hostel,explain
training,q4ec4.txt,g,then about three inches,clarify
training,q4ec4.txt,f,where was the youth hostel,query_w
training,q4ec4.txt,g,youth hostel was upwards and to the right of the alpine garden if you go up from four inches from where you stopped at the alpine garden vertically,reply_w
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,f,right i think i know where it is,acknowledge
training,q4ec4.txt,f,right ehm where where would i be going after that,query_w
training,q4ec4.txt,g,after where,query_w
training,q4ec4.txt,f,after the this youth hostel,reply_w
training,q4ec4.txt,g,after youth hostel,query_w
training,q4ec4.txt,g,you'd be going an inch to your right and then a diagonal line sloping at approximately eh what'd it be now hundred and thirty five degrees from vertical,reply_w
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,f,eh can you give me a name of an object i'll be going to,query_w
training,q4ec4.txt,g,the telephone box,reply_w
training,q4ec4.txt,f,right okay uh right,acknowledge
training,q4ec4.txt,f,so i go up just below just to below the parked van,check
training,q4ec4.txt,f,have you got a parked van,query_yn
training,q4ec4.txt,g,no,reply_n
training,q4ec4.txt,g,you go to about two inches below the parked van,instruct
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,f,right,ready
training,q4ec4.txt,f,and then from there,check
training,q4ec4.txt,g,you go,instruct
training,q4ec4.txt,f,so it's,check
training,q4ec4.txt,g,two inches right from that and then a straight line diagonally 'til underneath the telephone box,instruct
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,f,all right,acknowledge
training,q4ec4.txt,f,underneath the telephone telephone box,check
training,q4ec4.txt,g,yes,reply_y
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,g,not directly underneath it,clarify
training,q4ec4.txt,g,you're going to draw a you're going to have to draw a straight line adding on to that that passes underneath the telephone box,clarify
training,q4ec4.txt,f,right right okay,acknowledge
training,q4ec4.txt,f,okay,ready
training,q4ec4.txt,g,then there's a straight line going under the telephone box,instruct
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,g,and a vertical line going up the right-hand side of the telephone box,instruct
training,q4ec4.txt,f,and where does it go to,query_w
training,q4ec4.txt,g,it stops about level with the top of the telephone box,reply_w
training,q4ec4.txt,g,then there's a sort of exponential curve that goes up to your right from that point and it starts to become vertical to the left of the telephone box on a line left of the telephone box,instruct
training,q4ec4.txt,f,and where's it going to is it going to the level crossing,query_yn
training,q4ec4.txt,g,it's going,reply_w
training,q4ec4.txt,g,not marked on my map,explain
training,q4ec4.txt,g,it's going to the right to the left of the thatched mud hut and,reply_w
training,q4ec4.txt,f,i don't have a thatched mud hut,explain
training,q4ec4.txt,g,no,acknowledge
training,q4ec4.txt,f,have you got an east lake,query_yn
training,q4ec4.txt,g,yes,reply_y
training,q4ec4.txt,g,it stops approximately on a line through the middle of the east lake,reply_w
training,q4ec4.txt,f,mm right,acknowledge
training,q4ec4.txt,f,ehm well i've got a level crossing just below the the the ehm east lake,explain
training,q4ec4.txt,g,it'll probably mean go through that then,instruct
training,q4ec4.txt,f,through the level crossing,acknowledge
training,q4ec4.txt,f,ehm aren't we meant to eh avoid obstacles,query_yn
training,q4ec4.txt,g,avoid them,check
training,q4ec4.txt,f,yeah,reply_y
training,q4ec4.txt,g,right ehm,acknowledge
training,q4ec4.txt,f,i need to go ehm where where is it going is it going to eh eh parked van or some place,query_w
training,q4ec4.txt,g,ehm no,reply_n
training,q4ec4.txt,f,eh where,query_w
training,q4ec4.txt,g,it's going to the right of the parked van underneath the the very left-hand point of the east lake,reply_w
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,f,so it's between ehm,query_yn
training,q4ec4.txt,g,it's on a level with the picket fence,clarify
training,q4ec4.txt,g,have you got that top left corner,query_yn
training,q4ec4.txt,f,yeah i've got that,reply_y
training,q4ec4.txt,g,the finish point is on a level with that underneath the most left point of the east lake,clarify
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,f,i'll go round it the level crossing,explain
training,q4ec4.txt,f,okay,align
training,q4ec4.txt,g,right,reply_y
training,q4ec4.txt,f,is it a straight line or a curve,query_w
training,q4ec4.txt,g,it curves,reply_w
training,q4ec4.txt,g,eh if the telephone box is there it curves up and then goes like that,clarify
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,g,from that's from seen from my point of view,clarify
training,q4ec4.txt,f,and that's from the right-hand side of the telephone box,query_yn
training,q4ec4.txt,g,from the right-hand side of the telephone box it goes to the left-hand point,clarify
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,f,well i can't do an exponential so,explain
training,q4ec4.txt,g,that's the path marked there,explain
training,q4ec4.txt,f,i'll see what i can do,explain
training,q4ec4.txt,f,right,ready
training,q4ec4.txt,g,that you at the finish point,align
training,q4ec4.txt,f,i'm just at the eh left-hand bottom corner of the east lake,reply_w
training,q4ec4.txt,g,the left-hand corner,acknowledge
training,q4ec4.txt,g,you go just about an inch to your left,instruct
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,g,and that's the finish point,instruct
training,q4ec4.txt,g,on a level with the picket fence,instruct
training,q4ec4.txt,f,right,acknowledge
training,q4ec4.txt,f,on a level with the picket fence,check
training,q4ec5.txt,g,okay ehm right,ready
training,q4ec5.txt,g,take your line from the start and go vertically down past burnt forest,instruct
training,q4ec5.txt,f,right,acknowledge
training,q4ec5.txt,g,you have,align
training,q4ec5.txt,f,yeah i i've got a burnt forest,reply_y
training,q4ec5.txt,f,but i've got a carpenter's cottage underneath that,explain
training,q4ec5.txt,g,okay it's underneath,acknowledge
training,q4ec5.txt,g,right,ready
training,q4ec5.txt,g,i want you to i want you to take your line vertically down past burnt forest and past the carpenter's cottage right,instruct
training,q4ec5.txt,g,and just listen for a minute,instruct
training,q4ec5.txt,g,and then the carpenter's cottage is to the left of a ravine,align
training,q4ec5.txt,f,mmhmm,reply_y
training,q4ec5.txt,g,i want you to take the line underneath the carpenter's cottage and then go vertically upwards through carpenter's cottage and the ravine,instruct
training,q4ec5.txt,f,between the two,check
training,q4ec5.txt,g,yeah,reply_y
training,q4ec5.txt,f,yeah,acknowledge
training,q4ec5.txt,g,okay do that,instruct
training,q4ec5.txt,f,okay,align
training,q4ec5.txt,f,right,acknowledge
training,q4ec5.txt,g,okay now you're at the top of the ravine ehm,explain
training,q4ec5.txt,g,is there a remote village above the ravine,query_yn
training,q4ec5.txt,f,no,acknowledge
training,q4ec5.txt,f,i don't have a remote village,reply_n
training,q4ec5.txt,g,okay,acknowledge
training,q4ec5.txt,g,well if you could just imagine that's above the ravine on a horizontal line with burnt forest,instruct
training,q4ec5.txt,f,right,acknowledge
training,q4ec5.txt,g,okay,align
training,q4ec5.txt,g,and go horizontally towards your right above the ravine,instruct
training,q4ec5.txt,f,right,acknowledge
training,q4ec5.txt,f,and where do i stop,query_w
training,q4ec5.txt,g,stop ah midway between the ravine and the pine grove,reply_w
training,q4ec5.txt,f,right okay,acknowledge
training,q4ec5.txt,g,okay,align
training,q4ec5.txt,g,right,ready
training,q4ec5.txt,g,now i want you to take that line go down towards pine grove just stop beside the writing pine grove,instruct
training,q4ec5.txt,f,right,acknowledge
training,q4ec5.txt,f,right with a vertical line straight down,check
training,q4ec5.txt,g,uh-huh,reply_y
training,q4ec5.txt,f,right,acknowledge
training,q4ec5.txt,g,oh right and do you have any obstructions underneath the pine grove,query_yn
training,q4ec5.txt,f,well there's an avalanche just to the right of it ehm and there's er a concealed hideout,reply_w
training,q4ec5.txt,g,okay,acknowledge
training,q4ec5.txt,g,i want you to get to the concealed hideout,instruct
training,q4ec5.txt,f,just below there,reply_w
training,q4ec5.txt,g,so ehm,ready
training,q4ec5.txt,g,is the avalanche to the right or the left of the pine grove,query_w
training,q4ec5.txt,f,it's to the right,reply_w
training,q4ec5.txt,g,to the right okay,acknowledge
training,q4ec5.txt,f,and just slightly below as well,reply_w
training,q4ec5.txt,g,uh-huh,acknowledge
training,q4ec5.txt,g,well keep to the left-hand side of the avalanche draw the line downwards towards slightly towards the right okay i want you to go really close to the avalanche but don't go past it and then keep that line going vertically downwards until you get just above the top of the concealed hideout,instruct
training,q4ec5.txt,f,right,acknowledge
training,q4ec5.txt,f,eh are you trying to avoid an obstacle here,query_yn
training,q4ec5.txt,g,i'm trying to avoid your avalanche but there's nothing here,reply_w
training,q4ec5.txt,f,so does it oh how does it how does the line go does it go just like a straight line between just below pine grove to the concealed hideout or,check
training,q4ec5.txt,g,if you can draw that straight line without,clarify
training,q4ec5.txt,f,i can yes,explain
training,q4ec5.txt,g,without,clarify
training,q4ec5.txt,f,mmhmm,acknowledge
training,q4ec5.txt,g,okay right that's fine,acknowledge
training,q4ec5.txt,g,without getting in the avalanche that's fine,clarify
training,q4ec5.txt,f,right,acknowledge
training,q4ec5.txt,f,and eh i want to be just above,check
training,q4ec5.txt,g,just above the the peak of the concealed hideout,clarify
training,q4ec5.txt,f,right right,acknowledge
training,q4ec5.txt,g,okay that's fine right,acknowledge
training,q4ec5.txt,g,now i want you to go round ehm to your left of the concealed hideout,instruct
training,q4ec5.txt,g,is there a boat house,query_yn
training,q4ec5.txt,f,no,reply_n
training,q4ec5.txt,f,oh there's a boat house on the eh,explain
training,q4ec5.txt,g,uh-huh but,acknowledge
training,q4ec5.txt,f,to the right and down,explain
training,q4ec5.txt,g,i ehm i've got one to the left,explain
training,q4ec5.txt,g,okay,align
training,q4ec5.txt,f,uh-huh right,reply_y
training,q4ec5.txt,g,ehm so if you can imagine there's a boat house there so it's kind of like in the middle of the whole map,explain
training,q4ec5.txt,f,right,acknowledge
training,q4ec5.txt,f,is it in the wee bulge eh just above crane bay,check
training,q4ec5.txt,g,it's above that directly above that,clarify
training,q4ec5.txt,f,right okay,acknowledge
training,q4ec5.txt,g,okay if you can imagine that's there i want you to go i want you to draw it round concealed hideout come to the to the right of concealed hideout,instruct
training,q4ec5.txt,g,okay,align
training,q4ec5.txt,f,right,reply_y
training,q4ec5.txt,f,eh to the right of concealed hideout,check
training,q4ec5.txt,g,mmhmm,reply_y
training,q4ec5.txt,g,so take that line that have you drawn and,instruct
training,q4ec5.txt,f,is this is just to the left is this a right on the map or a a right,check
training,q4ec5.txt,f,okay,acknowledge
training,q4ec5.txt,g,the right of concealed hideout,clarify
training,q4ec5.txt,f,right,acknowledge
training,q4ec5.txt,g,and then continue the line underneath concealed hideout so you're drawing to the right and then underneath concealed hideout,instruct
training,q4ec5.txt,f,and underneath to the left do you mean like going from left to right underneath the concealed hideout,check
training,q4ec5.txt,g,from right to left uh-huh,reply_y
training,q4ec5.txt,f,from right to left right okay,acknowledge
training,q4ec5.txt,f,so i come round the the concealed hideout,check
training,q4ec5.txt,g,yeah,reply_y
training,q4ec5.txt,f,from right to left,check
training,q4ec5.txt,f,right okay,acknowledge
training,q4ec5.txt,g,and then stop,instruct
training,q4ec5.txt,f,and then i go do i go down to that bulge yeah,query_yn
training,q4ec5.txt,g,do you see the bulge,align
training,q4ec5.txt,g,it's like a it's an incline that goes down right the the the coastline of crane bay comes up and it peaks at the top to the right of concealed to the left sorry of concealed hideout,explain
training,q4ec5.txt,g,okay you see that,align
training,q4ec5.txt,g,and then it falls again there's a a big dent in crane bay just above where it it actually says crane bay,explain
training,q4ec5.txt,f,yes i see that right,reply_y
training,q4ec5.txt,g,okay,acknowledge
training,q4ec5.txt,g,well i want you to draw the line from where you are just now and then if you could make it meet the coastline where that dent is,instruct
training,q4ec5.txt,f,right okay,acknowledge
training,q4ec5.txt,g,and i want you to follow it until it peaks again,instruct
training,q4ec5.txt,f,right i see you right,acknowledge
training,q4ec5.txt,f,so you're drawing a to a straight line between those two eh peaks,check
training,q4ec5.txt,g,well i want you to actually follow it,clarify
training,q4ec5.txt,f,oh right,acknowledge
training,q4ec5.txt,f,to the right to curve round right,check
training,q4ec5.txt,g,to bay,clarify
training,q4ec5.txt,g,yeah uh-huh,reply_y
training,q4ec5.txt,f,okay,acknowledge
training,q4ec5.txt,f,so eh i'm going for a straight line from concealed hideout to the first eh crest,check
training,q4ec5.txt,g,yeah,reply_y
training,q4ec5.txt,f,and then do a curved line,check
training,q4ec5.txt,f,right okay,acknowledge
training,q4ec5.txt,g,yeah,reply_y
training,q4ec5.txt,g,until you come to the next peak there,clarify
training,q4ec5.txt,f,right,acknowledge
training,q4ec5.txt,g,okay right,ready
training,q4ec5.txt,g,from now on you're going to go generally in a diagonal from right to left,instruct
training,q4ec5.txt,g,okay,align
training,q4ec5.txt,g,but i want you to draw above,instruct
training,q4ec5.txt,g,have you got pebbled shore,query_yn
training,q4ec5.txt,f,yes,reply_y
training,q4ec5.txt,g,well on my map above directly above pebbled shore there's coconut palm,explain
training,q4ec5.txt,f,there's no such thing on this map,explain
training,q4ec5.txt,g,okay,align
training,q4ec5.txt,g,so i want you to draw from right to left in a in a diagonal passing the top of pebbled shore okay can you do that and just stop at the end of pebbled shore there,instruct
training,q4ec5.txt,f,right okay,acknowledge
training,q4ec5.txt,f,so it's just a diagonal from that first crest to above pebbled shore,check
training,q4ec5.txt,g,uh-huh,reply_y
training,q4ec5.txt,g,can you make it can you make that a diagonal sink downwards a bit,instruct
training,q4ec5.txt,f,what you you mean curve,check
training,q4ec5.txt,g,can make it curve curve downwards a bit,instruct
training,q4ec5.txt,f,right so to make it curve above pebbled shore,check
training,q4ec5.txt,g,but,instruct
training,q4ec5.txt,g,yeah,reply_y
training,q4ec5.txt,g,but still so that it's more following the the the coastline again okay but coming away to go,clarify
training,q4ec5.txt,f,where where is the object eh you're trying to avoid,query_w
training,q4ec5.txt,g,it's above pebbled shore,reply_w
training,q4ec5.txt,g,to the right of pebbled shore just above,reply_w
training,q4ec5.txt,f,above and to the right right i understand now,acknowledge
training,q4ec5.txt,f,is it ehm how far roughly is it from the the coastline,query_w
training,q4ec5.txt,g,ehm the same distance away as pebbled shore is away from the lower coastline,reply_w
training,q4ec5.txt,f,right okay,acknowledge
training,q4ec5.txt,f,right so curve right,acknowledge
training,q4ec5.txt,g,okay,ready
training,q4ec5.txt,g,what have you got below pebbled shore,query_w
training,q4ec5.txt,f,there's eh washed stones,reply_w
training,q4ec5.txt,g,okay,acknowledge
training,q4ec5.txt,g,i don't have that,explain
training,q4ec5.txt,g,i want ehm you see where the flagship is,align
training,q4ec5.txt,f,yes,reply_y
training,q4ec5.txt,g,uh-huh okay,acknowledge
training,q4ec5.txt,g,in a horizontal line from the flagships okay imagine a line drawn there that's the finishing line about a centimetre away from the coastline,explain
training,q4ec5.txt,g,okay,align
training,q4ec5.txt,f,to the left,check
training,q4ec5.txt,g,uh-huh,reply_y
training,q4ec5.txt,g,and i want you to draw from where you are just now in a semicircular shape until you come horizontal with a line,instruct
training,q4ec5.txt,f,mmhmm,acknowledge
training,q4ec5.txt,g,beside the flagship can you do that avoiding whatever you've got underneath the pebbled shore,instruct
training,q4ec5.txt,f,ehm does this does this curve follow,check
training,q4ec5.txt,g,that's towards the right,instruct
training,q4ec5.txt,g,towards the left sorry,instruct
training,q4ec5.txt,f,does the curve follow the coastline or does it go the opposite way,check
training,q4ec5.txt,g,it goes towards the edge of the paper,reply_w
training,q4ec5.txt,f,right ah right,acknowledge
training,q4ec5.txt,f,and the the the finish is just to the is between,check
training,q4ec5.txt,g,it is to the left of the flagship,clarify
training,q4ec5.txt,f,the eh the flagship and the edge of the paper,check
training,q4ec5.txt,g,uh-huh,reply_y
training,q4ec5.txt,g,about a centimetre away from the coastline,clarify
training,q4ec5.txt,f,right okay so,acknowledge
training,q4ec5.txt,f,okay,acknowledge
training,q4ec5.txt,g,okay,acknowledge
training,q4ec6.txt,g,right,ready
training,q4ec6.txt,g,you go down to the bottom left corner to the left of the camera shop,instruct
training,q4ec6.txt,f,to the left of the camera shop,check
training,q4ec6.txt,g,yes,reply_y
training,q4ec6.txt,f,to the bottom corner,check
training,q4ec6.txt,g,ehm,reply_y
training,q4ec6.txt,g,yeah eh er you have a parked van marked on your map underneath the camera shop,query_yn
training,q4ec6.txt,f,no,reply_n
training,q4ec6.txt,g,no,acknowledge
training,q4ec6.txt,g,well about an inch from the bottom of the page you you go right and then up to the corner of the allotments to the left-hand side,instruct
training,q4ec6.txt,f,so go right underneath the camera shop at the bottom,check
training,q4ec6.txt,g,yes,reply_y
training,q4ec6.txt,g,and then up,clarify
training,q4ec6.txt,f,and then up,check
training,q4ec6.txt,g,straight up,clarify
training,q4ec6.txt,f,the left-hand side of the allotments,check
training,q4ec6.txt,g,yes,reply_y
training,q4ec6.txt,f,i stop at the top of the allotments,check
training,q4ec6.txt,g,yes,reply_y
training,q4ec6.txt,g,and,ready
training,q4ec6.txt,f,right,acknowledge
training,q4ec6.txt,g,you have a a yacht club in the bottom right corner,query_yn
training,q4ec6.txt,f,yes,reply_y
training,q4ec6.txt,g,slightly to the left of that you have to draw a point on a level with the the top of the camera shop and then draw a straight line from the corner of the allotments to that point,instruct
training,q4ec6.txt,f,so have you got a flight museum on your,query_yn
training,q4ec6.txt,g,no,reply_n
training,q4ec6.txt,f,no,acknowledge
training,q4ec6.txt,f,so i've got to go along from the allotments to the right,check
training,q4ec6.txt,g,yes,reply_y
training,q4ec6.txt,f,and how far away from the yacht club,query_w
training,q4ec6.txt,g,it's on a it's on a level with the the roof of the camera shop horizontally and vertically slightly to the left of the yacht club,clarify
training,q4ec6.txt,f,uh-huh,acknowledge
training,q4ec6.txt,f,right,acknowledge
training,q4ec6.txt,g,you got that,align
training,q4ec6.txt,f,mmhmm,reply_y
training,q4ec6.txt,g,then you go straight up and curve over the top of the disused monastery,instruct
training,q4ec6.txt,f,straight up right,acknowledge
training,q4ec6.txt,g,have you over are you eh curved over the monastery,align
training,q4ec6.txt,f,mmhmm above the monastery,reply_y
training,q4ec6.txt,g,you go down to the left-hand side in this following the same curve,instruct
training,q4ec6.txt,f,so it's right round the monastery,check
training,q4ec6.txt,g,yeah,reply_y
training,q4ec6.txt,f,mmhmm,acknowledge
training,q4ec6.txt,g,then at that point the curve reverses itself and dips round to a level which is vertically at the left-hand side of the alpine garden,instruct
training,q4ec6.txt,g,roughly but it ends at the same line as the disused monastery in a curve that dips down from the left-hand side of it,instruct
training,q4ec6.txt,g,then you go straight up to the left-hand side of the alpine garden,instruct
training,q4ec6.txt,f,mmhmm,acknowledge
training,q4ec6.txt,g,then to the right 'til the other side of the the alpine garden and straight up,instruct
training,q4ec6.txt,g,now have you got a youth hostel marked there,query_yn
training,q4ec6.txt,f,no,reply_n
training,q4ec6.txt,g,no,acknowledge
training,q4ec6.txt,g,well you go up about four inches from the alpine garden and then draw a line two inches to the right,instruct
training,q4ec6.txt,f,have you got parked van,query_yn
training,q4ec6.txt,g,yes,reply_y
training,q4ec6.txt,g,it's it's below the parked van,instruct
training,q4ec6.txt,f,uh-huh,acknowledge
training,q4ec6.txt,g,it's about it's below the level of the picket fence,instruct
training,q4ec6.txt,g,have you got that,query_yn
training,q4ec6.txt,f,yeah,reply_y
training,q4ec6.txt,g,it's about an inch below the level of the picket fence,instruct
training,q4ec6.txt,f,right,acknowledge
training,q4ec6.txt,f,uh-huh,acknowledge
training,q4ec6.txt,g,and then you go to your right,instruct
training,q4ec6.txt,f,underneath the parked van,check
training,q4ec6.txt,g,yes,reply_y
training,q4ec6.txt,g,to to roughly about the middle of the parked van a line and that,clarify
training,q4ec6.txt,f,uh-huh,acknowledge
training,q4ec6.txt,g,and do you have a telephone box,query_yn
training,q4ec6.txt,f,yeah,reply_y
training,q4ec6.txt,g,well do,ready
training,q4ec6.txt,g,you the next stage is you have to draw a diagonal line from the right-hand side of the youth hostel down to,instruct
training,q4ec6.txt,f,i don't have youth hostel,explain
training,q4ec6.txt,g,oh right,acknowledge
training,q4ec6.txt,g,well from that point that i've just gone round,instruct
training,q4ec6.txt,f,mmhmm,acknowledge
training,q4ec6.txt,g,down to the it's slightly to the left of the telephone box 'cause there's,instruct
training,q4ec6.txt,f,so vertical,check
training,q4ec6.txt,f,have you got level crossing,query_yn
training,q4ec6.txt,g,no,reply_n
training,q4ec6.txt,f,no,acknowledge
training,q4ec6.txt,g,there's a there's a horizontal line that goes under the telephone box,instruct
training,q4ec6.txt,f,uh-huh,acknowledge
training,q4ec6.txt,g,eh that's on a line with the yacht club and you've to draw a diagonal line between that and the point you've just ended at,instruct
training,q4ec6.txt,f,right,acknowledge
training,q4ec6.txt,f,right i've done that,acknowledge
training,q4ec6.txt,g,then you go up to about slightly above the top of the telephone box,instruct
training,q4ec6.txt,f,mmhmm,acknowledge
training,q4ec6.txt,g,then the path curves it in a follows a curve rising to the left until it reaches a line approximately level with the middle of east lake that's a a vertical line approximately the middle of east lake,instruct
training,q4ec6.txt,f,mmhmm,acknowledge
training,q4ec6.txt,f,so i've got a level cross between telephone box and the east lake,explain
training,q4ec6.txt,f,so i curve round that,check
training,q4ec6.txt,g,yes,reply_y
training,q4ec6.txt,f,right,acknowledge
training,q4ec6.txt,f,to the middle of the east lake,check
training,q4ec6.txt,g,to a line approximately just it's below the,clarify
training,q4ec6.txt,f,yeah uh-huh,acknowledge
training,q4ec6.txt,g,east lake it's approximately level with the the bottom of the picket fence,clarify
training,q4ec6.txt,f,mm right,acknowledge
training,q4ec6.txt,f,done that,acknowledge
training,q4ec6.txt,g,right and from there it's a straight line to another line which is ehm level with the top of the picket fence and the furthest most part of east lake that bulge that goes out the left-hand side,instruct
training,q4ec6.txt,f,mmhmm,acknowledge
training,q4ec6.txt,f,so sorry say that again,query_w
training,q4ec6.txt,g,on a eh the finish point is on a line level with the picket fence,clarify
training,q4ec6.txt,f,mmhmm,acknowledge
training,q4ec6.txt,g,about the middle of the picket fence and a vertical line that touches the outer the left most part of east lake,clarify
training,q4ec6.txt,f,right,acknowledge
training,q4ec6.txt,f,actually touches the,check
training,q4ec6.txt,g,it doesn't eh doesn't actually touch the east lake,clarify
training,q4ec6.txt,f,no,acknowledge
training,q4ec6.txt,f,right,acknowledge
training,q4ec6.txt,f,think that's where it is,explain
training,q4ec7.txt,g,start top of the extinct volcano,instruct
training,q4ec7.txt,g,it's the bottom right-hand corner of the map,explain
training,q4ec7.txt,f,oh,acknowledge
training,q4ec7.txt,g,but it's marked well,explain
training,q4ec7.txt,f,okay,acknowledge
training,q4ec7.txt,f,i was looking at the top,explain
training,q4ec7.txt,g,have you found it,align
training,q4ec7.txt,f,yeah it's okay,reply_y
training,q4ec7.txt,g,right and if you move maybe one and a half centimetres from the top of there to the left,instruct
training,q4ec7.txt,f,mmhmm,acknowledge
training,q4ec7.txt,g,and stop,instruct
training,q4ec7.txt,f,is that horizontally,check
training,q4ec7.txt,g,horizontally yeah sorry,reply_y
training,q4ec7.txt,f,okay,acknowledge
training,q4ec7.txt,g,and then go down vertically about maybe five centimetres so you're actually below the extinct volcano you go down the left-hand side of it,instruct
training,q4ec7.txt,f,pen's not working there that's done it okay,explain
training,q4ec7.txt,g,and stop about you're there,instruct
training,q4ec7.txt,g,then you go horizontally left,instruct
training,q4ec7.txt,g,have you got a tribal settlement,query_yn
training,q4ec7.txt,f,no,reply_n
training,q4ec7.txt,g,that's in the bottom left-hand corner of the map,explain
training,q4ec7.txt,f,mm,acknowledge
